CGPA,Internship,Paid_Internship,Projects,Workshop_Certification,Aptitude_Score,Skills_Rating,Placement_Training,SSC_Marks,Gender,Placement_Status
7.43,2,1,1,0,87.63,4.11,Attended,73.79,Male,Not Placed
6.05,0,0,1,4,35.63,5.88,Not Attended,63.46,Male,Not Placed
7.22,0,0,5,7,64.44,5.08,Attended,64.75,Male,Placed
7.89,1,1,1,6,84.67,7.28,Not Attended,79.98,Male,Placed
7.04,0,0,4,5,54.58,5.78,Attended,74.48,Male,Placed
7.09,0,0,4,6,71.11,6.14,Attended,80.21,Male,Placed
6.45,1,1,4,5,86.5,8.09,Attended,74.52,Male,Placed
6.95,1,0,2,0,42.27,4.58,Not Attended,93.63,Male,Not Placed
7.62,0,0,4,5,70.12,8.1,Attended,90.86,Male,Placed
9.18,1,0,1,0,41.93,9.17,Attended,80.23,Male,Not Placed
8.67,0,0,3,6,62.85,7.59,Attended,83.89,Female,Placed
7.72,0,0,1,2,53.62,4.59,Attended,95.0,Male,Not Placed
6.77,0,0,3,4,39.38,5.79,Not Attended,63.25,Male,Not Placed
9.95,0,0,3,7,58.77,6.84,Attended,84.22,Female,Placed
7.4,1,0,4,8,84.47,5.98,Attended,68.08,Male,Placed
6.7,0,0,4,5,91.43,5.84,Attended,81.65,Male,Placed
6.6,0,0,3,1,68.9,7.34,Attended,60.0,Male,Not Placed
7.83,0,0,2,3,75.52,5.68,Not Attended,61.31,Male,Not Placed
9.38,0,0,1,6,84.91,6.9,Attended,60.0,Male,Placed
9.38,0,0,5,8,87.54,6.32,Attended,66.77,Male,Placed
8.3,1,1,2,8,77.51,5.86,Attended,78.33,Male,Placed
9.96,0,0,2,1,62.62,6.83,Not Attended,74.03,Male,Not Placed
8.55,2,1,5,7,43.34,7.19,Attended,68.01,Female,Placed
8.34,1,1,4,8,44.2,5.04,Attended,79.28,Male,Placed
8.53,0,0,2,7,66.82,5.11,Attended,71.68,Female,Placed
7.26,0,0,4,5,60.75,4.76,Attended,78.74,Male,Placed
6.0,0,0,1,1,46.96,5.43,Not Attended,73.95,Male,Not Placed
8.89,0,0,5,7,98.26,7.98,Attended,88.2,Male,Placed
7.34,0,0,1,0,55.97,3.73,Attended,60.0,Male,Not Placed
8.82,0,0,3,7,49.02,9.02,Attended,75.52,Male,Placed
9.23,0,0,4,5,100.0,7.45,Attended,78.77,Female,Placed
7.04,1,0,3,3,78.82,7.41,Attended,72.79,Male,Not Placed
6.65,1,0,1,1,55.77,7.08,Attended,69.7,Male,Not Placed
9.17,0,0,4,6,71.24,5.88,Attended,71.09,Female,Placed
8.1,1,0,5,4,81.17,6.06,Attended,82.12,Female,Placed
7.39,2,0,5,7,79.46,6.78,Attended,73.13,Male,Placed
8.44,0,0,2,3,29.59,7.42,Not Attended,69.72,Male,Not Placed
6.01,2,0,4,6,93.88,5.5,Attended,72.2,Male,Placed
10.0,0,0,4,7,73.23,5.11,Attended,88.76,Male,Placed
8.2,0,0,3,2,51.02,4.28,Not Attended,79.31,Female,Not Placed
7.74,0,0,2,4,60.67,2.79,Not Attended,73.5,Male,Not Placed
7.87,0,0,3,0,84.68,8.28,Not Attended,60.0,Female,Not Placed
6.57,1,0,3,1,59.45,7.94,Not Attended,79.35,Female,Not Placed
7.73,1,0,2,3,55.83,6.73,Not Attended,60.0,Female,Not Placed
6.79,0,0,3,6,64.38,7.04,Not Attended,92.2,Male,Placed
8.97,0,0,4,6,80.52,7.98,Attended,86.08,Female,Placed
7.55,1,0,4,8,72.96,7.77,Attended,71.85,Male,Placed
9.17,0,0,4,5,70.42,9.21,Attended,90.99,Male,Placed
9.37,0,0,4,6,89.02,7.0,Attended,60.0,Male,Placed
8.81,0,0,3,6,63.47,7.48,Attended,80.65,Male,Placed
7.69,0,0,4,7,75.36,6.51,Attended,95.0,Male,Placed
9.61,0,0,4,8,61.56,3.92,Attended,72.45,Male,Placed
7.67,0,0,4,8,66.59,7.58,Not Attended,82.76,Male,Placed
8.38,0,0,4,6,99.27,7.76,Attended,80.1,Male,Placed
7.63,1,0,3,5,55.45,6.21,Attended,75.08,Male,Placed
7.39,1,0,3,1,52.88,6.29,Not Attended,60.0,Male,Not Placed
6.77,0,0,5,7,58.34,8.62,Attended,93.86,Male,Placed
7.6,0,0,1,7,95.62,7.15,Not Attended,68.32,Female,Placed
6.0,0,0,1,1,43.2,8.03,Attended,67.52,Male,Not Placed
7.92,1,1,3,6,74.61,5.82,Attended,85.58,Male,Placed
8.99,1,0,4,8,51.49,7.69,Attended,66.83,Female,Placed
7.5,1,0,2,6,89.67,6.53,Attended,74.87,Male,Placed
8.19,0,0,5,7,66.13,6.4,Not Attended,78.11,Male,Placed
8.28,0,0,1,1,55.92,6.11,Not Attended,86.91,Female,Not Placed
10.0,0,0,3,6,90.04,7.89,Attended,88.23,Male,Placed
7.18,0,0,2,0,79.91,5.48,Attended,79.67,Male,Not Placed
7.92,0,0,5,8,63.8,6.89,Attended,67.09,Male,Placed
8.55,0,0,3,7,64.57,7.22,Attended,65.94,Female,Placed
7.1,0,0,4,8,64.77,6.42,Not Attended,72.81,Male,Placed
7.92,0,0,4,7,61.38,7.91,Attended,76.65,Male,Placed
7.61,0,0,3,8,43.4,7.95,Attended,78.59,Female,Placed
8.59,0,0,4,8,87.18,6.39,Attended,66.63,Male,Placed
6.98,0,0,5,7,69.48,4.38,Attended,66.71,Male,Placed
7.4,0,0,3,2,67.51,3.91,Not Attended,67.58,Male,Not Placed
8.39,1,0,5,8,79.84,7.37,Not Attended,62.51,Male,Placed
7.13,0,0,1,1,79.14,4.59,Not Attended,76.69,Male,Not Placed
7.29,0,0,1,0,42.92,7.7,Attended,62.76,Male,Not Placed
8.74,0,0,5,7,74.94,8.76,Attended,73.92,Male,Placed
8.39,0,0,2,8,51.64,8.85,Attended,75.08,Female,Placed
8.44,1,0,3,5,76.74,7.94,Attended,95.0,Male,Placed
7.78,1,0,2,1,50.89,4.15,Attended,75.47,Male,Not Placed
9.27,0,0,4,6,58.07,7.42,Attended,60.0,Male,Placed
6.27,1,0,2,1,46.78,4.12,Not Attended,74.21,Male,Not Placed
7.83,0,0,1,8,79.87,5.94,Attended,77.54,Male,Placed
6.44,1,0,1,2,78.59,4.87,Not Attended,71.84,Male,Not Placed
7.68,0,0,4,6,58.6,7.32,Not Attended,74.86,Male,Placed
6.0,0,0,2,2,82.89,4.94,Not Attended,61.99,Male,Not Placed
8.13,0,0,5,8,55.26,7.95,Not Attended,88.47,Male,Placed
7.9,1,1,2,5,58.44,6.6,Attended,63.09,Male,Placed
9.29,0,0,3,6,53.74,5.17,Not Attended,70.32,Male,Placed
7.57,0,0,1,6,57.28,9.84,Attended,68.82,Male,Placed
6.0,0,0,1,0,33.62,7.39,Not Attended,79.04,Male,Not Placed
8.49,0,0,3,6,73.16,5.69,Attended,71.12,Male,Placed
8.14,0,0,1,6,86.78,5.09,Attended,79.17,Female,Placed
7.36,0,0,1,7,73.96,6.72,Attended,74.78,Male,Placed
8.65,0,0,2,8,72.52,7.69,Attended,70.28,Male,Placed
8.11,0,0,4,7,74.39,6.32,Attended,77.88,Male,Placed
7.8,0,0,3,3,47.61,5.68,Attended,60.0,Male,Not Placed
7.16,0,0,4,7,58.44,7.85,Not Attended,70.84,Male,Placed
7.46,1,0,2,2,60.76,4.33,Attended,64.94,Female,Not Placed
8.28,0,0,4,7,65.85,9.35,Attended,60.0,Male,Placed
9.73,0,0,4,5,42.57,5.06,Attended,86.98,Male,Placed
8.0,0,0,3,2,42.95,5.36,Not Attended,68.49,Male,Not Placed
8.58,1,0,4,4,48.46,6.93,Not Attended,60.0,Male,Not Placed
6.91,1,0,3,7,100.0,7.7,Attended,78.43,Female,Placed
6.0,0,0,4,1,63.91,3.91,Not Attended,91.25,Male,Not Placed
7.23,1,0,5,7,44.56,6.26,Attended,88.45,Male,Placed
8.78,0,0,4,7,78.36,8.5,Attended,83.78,Male,Placed
6.3,0,0,1,3,59.42,6.87,Attended,83.15,Male,Not Placed
6.72,2,0,4,7,71.78,9.08,Not Attended,66.82,Male,Placed
8.32,1,0,5,5,69.72,7.95,Attended,70.93,Male,Placed
8.36,0,0,3,2,62.29,9.81,Not Attended,81.0,Male,Not Placed
7.29,0,0,5,0,65.33,9.19,Not Attended,76.62,Male,Not Placed
7.03,1,1,4,7,49.01,5.79,Attended,66.19,Male,Placed
7.75,1,0,5,6,45.59,7.74,Attended,75.14,Male,Placed
8.93,0,0,5,6,61.87,7.85,Attended,66.82,Male,Placed
8.08,1,1,5,0,63.83,4.09,Not Attended,76.33,Male,Not Placed
6.66,0,0,2,2,40.73,6.58,Not Attended,69.39,Male,Not Placed
9.0,1,0,4,7,88.03,8.48,Not Attended,73.73,Female,Placed
6.17,0,0,2,8,76.63,7.7,Attended,73.58,Male,Placed
8.0,0,0,4,8,100.0,6.95,Attended,64.53,Male,Placed
7.23,1,0,1,0,75.88,4.16,Attended,76.57,Male,Not Placed
8.24,1,0,4,7,100.0,8.32,Not Attended,60.0,Male,Placed
6.53,1,0,4,1,60.21,4.12,Not Attended,78.4,Male,Not Placed
7.82,0,0,4,3,59.82,7.2,Not Attended,60.0,Male,Not Placed
7.61,0,0,5,5,54.86,7.75,Attended,74.09,Male,Placed
7.61,0,0,4,7,76.83,7.12,Attended,78.98,Male,Placed
8.27,1,1,1,8,39.07,7.55,Attended,73.48,Male,Placed
8.93,0,0,3,6,54.82,5.81,Attended,80.43,Female,Placed
9.79,0,0,3,5,51.97,7.7,Attended,67.12,Male,Placed
8.06,0,0,3,5,100.0,5.53,Attended,74.19,Female,Placed
6.0,0,0,4,0,60.84,5.69,Not Attended,68.16,Male,Not Placed
7.02,0,0,1,4,37.2,6.19,Attended,92.3,Male,Not Placed
7.4,0,0,4,7,88.92,8.2,Attended,78.26,Female,Placed
7.49,0,0,3,8,95.05,7.87,Attended,62.82,Male,Placed
10.0,0,0,4,5,91.12,6.81,Attended,69.81,Male,Placed
6.0,0,0,5,3,55.37,6.94,Not Attended,62.85,Male,Not Placed
7.46,2,0,3,3,60.99,4.48,Not Attended,88.11,Male,Not Placed
6.55,0,0,4,5,51.14,7.23,Attended,75.21,Female,Placed
7.61,0,0,4,6,63.65,9.7,Attended,88.86,Male,Placed
9.57,0,0,5,4,56.39,5.49,Attended,75.39,Male,Placed
8.43,1,1,2,7,50.66,6.46,Attended,72.1,Male,Placed
7.56,0,0,5,5,81.32,4.62,Attended,69.73,Male,Placed
6.15,0,0,2,1,39.64,8.68,Not Attended,60.0,Female,Not Placed
6.16,0,0,3,4,63.34,7.1,Not Attended,86.86,Male,Not Placed
7.93,0,0,5,6,80.57,6.29,Attended,74.93,Male,Placed
6.66,0,0,1,2,50.5,6.82,Attended,85.19,Male,Not Placed
6.95,0,0,1,2,72.54,4.89,Not Attended,66.37,Male,Not Placed
7.75,0,0,3,8,83.44,6.79,Not Attended,60.0,Male,Placed
8.9,1,0,5,7,72.37,6.27,Attended,80.76,Male,Placed
7.76,1,0,2,3,57.58,4.92,Attended,72.33,Male,Not Placed
6.66,0,0,4,5,83.58,6.32,Attended,67.14,Male,Placed
6.0,1,0,2,2,60.23,5.65,Attended,85.38,Male,Not Placed
7.22,0,0,5,3,81.27,7.43,Not Attended,74.74,Female,Not Placed
7.76,0,0,3,4,48.18,7.12,Not Attended,84.04,Male,Not Placed
7.39,1,0,2,2,63.02,8.48,Not Attended,64.82,Male,Not Placed
8.07,0,0,4,8,78.97,7.09,Not Attended,82.14,Female,Placed
8.68,1,0,4,5,59.95,4.83,Attended,79.47,Female,Placed
6.89,1,0,5,7,51.86,7.76,Not Attended,62.52,Female,Placed
6.03,1,0,4,5,86.93,6.88,Attended,73.73,Male,Placed
8.2,0,0,5,6,81.39,6.07,Attended,80.75,Male,Placed
9.18,0,0,3,5,56.24,5.69,Not Attended,82.72,Female,Placed
7.76,0,0,4,8,54.93,4.62,Attended,88.46,Male,Placed
7.26,0,0,5,5,95.49,8.02,Attended,70.19,Female,Placed
7.69,0,0,4,8,62.77,6.69,Attended,71.52,Female,Placed
7.61,1,0,3,2,40.26,4.96,Not Attended,73.48,Male,Not Placed
8.9,0,0,1,3,53.48,3.02,Attended,60.0,Male,Not Placed
7.27,0,0,1,2,52.04,5.1,Not Attended,71.7,Male,Not Placed
6.76,1,0,5,5,48.55,8.54,Attended,73.44,Female,Placed
7.11,0,0,1,0,54.37,6.44,Not Attended,88.24,Male,Not Placed
7.61,0,0,1,1,95.21,3.92,Not Attended,78.47,Male,Not Placed
9.56,0,0,5,7,53.16,6.67,Attended,61.39,Male,Placed
8.8,0,0,5,8,45.06,5.22,Attended,75.32,Male,Placed
6.19,0,0,5,6,52.32,7.85,Attended,82.7,Female,Placed
6.22,0,0,2,3,58.03,4.57,Attended,68.87,Female,Not Placed
8.47,0,0,5,7,80.82,7.96,Attended,79.36,Male,Placed
8.02,0,0,1,5,57.65,7.37,Attended,76.72,Female,Placed
6.35,1,0,1,2,46.98,5.09,Attended,61.64,Male,Not Placed
6.95,1,0,3,5,89.98,7.32,Attended,73.63,Male,Placed
7.26,0,0,2,5,90.31,7.43,Attended,74.98,Male,Placed
9.09,0,0,2,2,32.67,2.7,Attended,77.29,Male,Not Placed
6.09,0,0,5,4,74.17,7.22,Attended,61.56,Male,Placed
7.66,0,0,5,1,49.44,5.17,Not Attended,82.94,Male,Not Placed
7.98,0,0,4,6,84.45,4.72,Attended,80.23,Male,Placed
6.9,1,0,4,8,100.0,5.06,Not Attended,84.43,Female,Placed
9.06,0,0,1,3,40.73,5.69,Attended,79.2,Male,Not Placed
6.75,1,0,5,6,75.8,5.45,Attended,67.25,Male,Placed
8.07,0,0,3,6,90.38,7.66,Attended,71.49,Male,Placed
6.82,0,0,1,0,65.17,4.45,Attended,61.61,Male,Not Placed
6.17,0,0,1,1,53.34,7.47,Attended,78.89,Male,Not Placed
6.24,1,0,2,0,68.86,5.22,Attended,60.0,Male,Not Placed
8.53,1,1,2,0,60.65,6.48,Not Attended,79.37,Male,Not Placed
8.14,0,0,3,7,81.99,7.22,Attended,79.86,Male,Placed
8.02,0,0,2,5,74.86,8.24,Attended,86.85,Female,Placed
6.29,0,0,1,1,51.24,5.63,Not Attended,60.0,Male,Not Placed
8.11,0,0,1,7,76.8,7.2,Attended,82.07,Male,Placed
6.0,1,0,1,7,87.93,5.95,Attended,74.59,Male,Placed
6.0,0,0,3,8,77.43,7.83,Not Attended,95.0,Male,Placed
6.66,0,0,4,8,72.95,7.56,Attended,74.63,Female,Placed
10.0,1,0,3,7,56.28,6.15,Not Attended,92.73,Female,Placed
6.55,0,0,3,1,86.01,6.47,Not Attended,63.86,Male,Not Placed
9.2,1,0,4,7,56.9,7.54,Attended,68.41,Male,Placed
8.99,0,0,5,5,84.35,6.93,Attended,80.29,Male,Placed
7.7,0,0,1,2,59.98,7.94,Not Attended,66.44,Female,Not Placed
7.48,0,0,2,1,72.6,5.3,Not Attended,86.13,Male,Not Placed
8.93,0,0,3,6,100.0,5.93,Attended,60.0,Female,Placed
6.26,1,0,5,6,64.06,6.09,Attended,60.0,Male,Placed
6.73,1,0,3,3,71.54,4.52,Not Attended,78.08,Male,Not Placed
6.35,0,0,4,2,37.66,5.87,Attended,77.29,Male,Not Placed
7.49,0,0,2,4,61.39,5.9,Not Attended,62.82,Male,Not Placed
8.4,1,0,1,0,66.18,4.79,Not Attended,92.21,Male,Not Placed
7.03,0,0,1,2,71.48,4.98,Not Attended,68.99,Male,Not Placed
7.89,1,0,1,7,86.25,8.53,Not Attended,84.73,Female,Placed
8.23,0,0,5,6,71.21,8.33,Not Attended,77.89,Female,Placed
7.95,0,0,5,8,72.13,7.37,Attended,82.44,Male,Placed
6.91,1,0,4,0,30.08,5.49,Not Attended,60.0,Male,Not Placed
7.47,0,0,5,7,56.95,6.01,Attended,88.15,Male,Placed
9.82,0,0,1,6,51.03,5.35,Attended,82.41,Male,Placed
8.04,0,0,5,7,88.27,6.49,Attended,69.07,Male,Placed
9.14,0,0,5,6,67.23,6.04,Not Attended,70.3,Male,Placed
7.34,1,0,3,6,78.66,5.98,Attended,81.96,Male,Placed
7.18,1,0,4,6,50.19,8.59,Not Attended,81.77,Male,Placed
7.19,1,0,4,7,90.85,8.58,Attended,75.62,Female,Placed
7.76,0,0,2,1,61.58,8.37,Not Attended,72.27,Male,Not Placed
6.39,1,1,5,7,59.87,6.33,Attended,86.11,Female,Placed
8.3,0,0,5,8,97.45,5.98,Attended,77.52,Female,Placed
7.86,1,0,4,4,81.35,3.0,Not Attended,63.33,Male,Not Placed
7.05,0,0,2,1,79.16,4.12,Not Attended,75.65,Male,Not Placed
7.72,0,0,4,6,88.22,5.75,Attended,80.53,Male,Placed
6.72,1,0,3,2,75.24,6.12,Not Attended,70.72,Female,Not Placed
7.87,1,1,5,6,49.71,7.22,Attended,71.15,Male,Placed
6.28,0,0,3,6,63.0,5.56,Attended,80.3,Female,Placed
8.39,0,0,1,5,84.37,9.22,Attended,77.75,Female,Placed
7.22,1,0,2,6,85.9,5.64,Attended,65.82,Male,Placed
6.0,2,0,1,1,66.03,5.6,Not Attended,91.59,Male,Not Placed
6.57,0,0,4,5,84.2,10.0,Not Attended,69.71,Female,Placed
6.0,1,0,3,0,42.24,5.59,Attended,60.0,Male,Not Placed
6.21,0,0,5,2,39.06,4.49,Not Attended,80.86,Male,Not Placed
7.5,1,0,5,8,75.61,7.6,Attended,78.2,Female,Placed
6.6,1,0,4,5,80.81,9.84,Attended,81.15,Female,Placed
9.53,0,0,4,7,63.64,8.97,Attended,75.49,Female,Placed
6.79,0,0,3,8,66.4,6.01,Attended,79.68,Male,Placed
8.17,1,0,5,5,82.59,6.61,Attended,79.54,Female,Placed
8.72,0,0,1,0,41.69,4.96,Attended,90.42,Male,Not Placed
6.64,0,0,2,3,50.66,6.21,Not Attended,82.19,Male,Not Placed
8.09,0,0,4,5,41.85,5.58,Attended,68.49,Male,Placed
7.45,0,0,4,7,49.49,8.18,Attended,70.04,Male,Placed
8.58,0,0,4,7,70.26,7.94,Attended,95.0,Female,Placed
8.98,0,0,2,4,56.27,7.95,Attended,72.66,Male,Placed
8.61,0,0,1,2,54.27,5.56,Not Attended,76.42,Male,Not Placed
7.71,1,0,5,7,48.79,5.5,Attended,81.15,Male,Placed
8.55,0,0,3,7,99.38,6.54,Attended,94.09,Male,Placed
6.41,0,0,1,4,54.65,6.51,Not Attended,66.5,Male,Not Placed
7.99,0,0,4,7,55.58,7.6,Attended,68.94,Male,Placed
6.61,1,0,2,3,93.34,6.74,Not Attended,80.58,Male,Not Placed
6.71,1,0,1,0,100.0,7.8,Not Attended,62.57,Male,Not Placed
8.47,1,0,3,7,100.0,4.7,Attended,80.03,Female,Placed
8.32,0,0,4,6,73.64,5.99,Attended,71.82,Male,Placed
6.99,1,1,1,0,36.52,7.88,Not Attended,73.17,Male,Not Placed
6.92,0,0,3,2,80.18,6.55,Not Attended,64.96,Male,Not Placed
7.72,0,0,1,6,65.9,6.34,Not Attended,84.46,Male,Placed
7.59,0,0,2,0,57.5,6.87,Not Attended,76.32,Male,Not Placed
7.96,1,0,3,7,30.24,6.0,Attended,92.19,Male,Placed
8.39,1,0,3,7,62.05,5.16,Attended,76.57,Male,Placed
6.58,0,0,2,1,45.68,5.14,Attended,70.13,Female,Not Placed
8.85,0,0,4,8,59.01,6.83,Attended,82.6,Male,Placed
6.77,1,0,1,3,49.39,6.84,Not Attended,73.15,Male,Not Placed
7.85,0,0,3,7,78.51,4.64,Attended,88.29,Male,Placed
8.86,2,0,3,6,84.35,6.36,Not Attended,70.51,Male,Placed
7.83,0,0,3,7,96.28,8.22,Attended,63.83,Male,Placed
8.93,1,0,1,5,32.49,10.0,Attended,66.27,Male,Placed
8.86,1,0,3,2,55.65,7.89,Not Attended,83.12,Male,Not Placed
7.69,1,0,5,7,84.11,7.62,Attended,78.24,Male,Placed
6.29,0,0,5,7,64.28,8.01,Attended,68.14,Male,Placed
9.15,1,1,5,8,71.14,7.25,Not Attended,80.04,Male,Placed
7.05,0,0,4,7,61.58,7.72,Attended,60.85,Male,Placed
7.28,0,0,3,2,76.47,5.72,Not Attended,78.24,Male,Not Placed
8.07,0,0,1,7,63.27,6.27,Attended,68.24,Male,Placed
7.55,1,0,4,6,45.84,7.35,Attended,74.48,Male,Placed
8.91,0,0,4,7,75.56,5.83,Not Attended,87.59,Male,Placed
8.39,1,0,4,7,58.07,7.51,Attended,73.04,Male,Placed
8.14,0,0,5,6,74.78,4.12,Attended,70.55,Male,Placed
6.62,1,0,1,4,69.93,7.79,Attended,87.86,Male,Placed
8.09,1,0,2,6,98.03,6.77,Attended,79.21,Female,Placed
9.06,0,0,4,1,79.45,7.52,Not Attended,64.15,Male,Not Placed
7.83,0,0,1,4,23.51,5.39,Not Attended,60.0,Male,Not Placed
7.67,0,0,3,5,45.66,8.75,Attended,70.22,Male,Placed
9.63,0,0,5,5,56.84,7.52,Attended,67.19,Male,Placed
8.07,0,0,5,8,73.73,4.94,Attended,66.26,Female,Placed
8.37,0,0,3,7,75.51,4.37,Attended,78.93,Female,Placed
8.52,0,0,5,7,59.41,5.2,Attended,60.0,Male,Placed
7.55,0,0,4,6,72.99,7.66,Attended,72.73,Male,Placed
7.06,1,0,5,6,75.06,5.01,Attended,90.46,Male,Placed
6.46,0,0,5,5,87.25,6.62,Attended,73.21,Male,Placed
8.31,2,0,4,7,86.24,6.79,Not Attended,83.29,Male,Placed
8.87,0,0,4,8,56.99,7.29,Attended,77.15,Male,Placed
8.79,0,0,5,5,60.96,8.2,Attended,72.23,Female,Placed
7.27,0,0,5,5,100.0,7.2,Attended,90.68,Female,Placed
8.95,0,0,3,6,98.03,8.46,Not Attended,71.59,Male,Placed
9.97,0,0,5,7,60.38,5.46,Not Attended,65.99,Male,Placed
8.35,0,0,1,8,95.01,8.08,Attended,62.37,Male,Placed
9.27,0,0,4,7,94.52,7.21,Attended,73.34,Male,Placed
8.79,0,0,5,7,90.13,7.51,Attended,83.65,Male,Placed
7.64,0,0,5,5,57.86,6.37,Attended,72.83,Female,Placed
7.52,1,1,5,7,67.58,4.5,Attended,62.06,Male,Placed
6.45,0,0,3,5,46.71,8.19,Attended,82.1,Male,Placed
7.81,0,0,3,5,62.77,6.94,Attended,84.4,Female,Placed
7.61,0,0,5,6,71.81,8.52,Not Attended,80.07,Male,Placed
7.77,0,0,3,5,74.44,8.13,Attended,83.53,Male,Placed
6.17,0,0,5,2,55.72,2.54,Not Attended,90.8,Male,Not Placed
6.2,0,0,5,8,36.08,8.33,Not Attended,83.05,Male,Placed
8.64,1,0,4,4,70.68,6.67,Attended,75.16,Male,Placed
7.18,1,0,2,1,100.0,8.4,Not Attended,74.53,Female,Not Placed
9.24,0,0,3,1,81.91,7.67,Not Attended,71.44,Male,Not Placed
6.93,1,0,1,5,68.08,5.85,Attended,69.84,Male,Placed
8.41,0,0,5,5,58.1,5.92,Attended,77.85,Male,Placed
8.13,0,0,1,6,80.53,6.65,Attended,76.01,Male,Placed
8.4,1,0,1,8,84.75,7.06,Attended,79.31,Male,Placed
9.39,0,0,4,5,72.76,8.83,Attended,80.12,Male,Placed
7.22,1,0,5,8,33.85,5.65,Not Attended,73.77,Male,Placed
8.07,0,0,4,7,95.71,5.35,Attended,70.98,Female,Placed
6.29,1,1,2,2,34.67,6.14,Not Attended,66.49,Female,Not Placed
6.72,0,0,3,2,70.09,3.66,Not Attended,75.62,Female,Not Placed
8.42,0,0,4,5,70.49,6.64,Attended,79.59,Male,Placed
6.0,0,0,1,3,70.89,6.47,Attended,62.63,Male,Not Placed
6.93,0,0,4,5,49.71,7.63,Not Attended,77.9,Male,Placed
6.21,1,0,4,1,58.33,7.04,Not Attended,83.06,Female,Not Placed
6.55,1,1,2,7,71.38,6.7,Not Attended,82.57,Male,Placed
7.22,0,0,3,8,68.25,6.32,Attended,63.71,Male,Placed
8.64,1,0,4,8,63.7,9.09,Attended,72.27,Male,Placed
8.13,0,0,4,6,66.38,7.94,Attended,64.29,Female,Placed
8.02,2,0,4,6,49.6,6.82,Attended,66.09,Male,Placed
8.13,1,1,4,1,67.66,4.6,Not Attended,69.16,Male,Not Placed
8.13,1,0,4,7,83.75,4.72,Attended,65.71,Female,Placed
7.55,0,0,5,5,72.04,8.4,Not Attended,69.84,Male,Placed
7.64,0,0,4,8,67.61,6.93,Not Attended,85.43,Female,Placed
7.78,1,1,3,8,57.72,8.43,Attended,91.0,Male,Placed
6.53,0,0,1,0,58.81,4.75,Not Attended,72.01,Male,Not Placed
7.98,1,1,1,2,52.16,6.97,Not Attended,77.65,Male,Not Placed
6.8,0,0,5,4,42.8,7.22,Attended,69.8,Male,Not Placed
7.27,0,0,2,2,48.89,3.98,Not Attended,75.5,Male,Not Placed
8.12,1,1,3,5,77.3,7.51,Attended,60.0,Female,Placed
8.68,1,0,4,8,71.5,5.16,Attended,87.21,Male,Placed
9.02,1,0,4,5,62.83,6.88,Attended,61.66,Female,Placed
6.4,0,0,4,2,44.35,4.73,Attended,63.67,Male,Not Placed
7.65,0,0,4,7,59.02,8.8,Attended,82.14,Male,Placed
8.19,0,0,4,7,72.93,8.44,Attended,83.51,Male,Placed
6.08,0,0,1,4,70.83,4.09,Not Attended,65.85,Male,Not Placed
8.03,1,0,1,6,95.04,7.31,Attended,83.54,Male,Placed
8.46,0,0,5,6,76.74,8.26,Attended,81.55,Female,Placed
7.35,0,0,1,1,28.79,2.85,Attended,66.46,Male,Not Placed
7.18,1,0,3,7,63.18,5.44,Attended,89.61,Male,Placed
8.58,0,0,5,7,64.28,6.45,Attended,75.87,Female,Placed
8.55,0,0,2,0,34.82,3.47,Attended,65.94,Male,Not Placed
6.78,0,0,3,2,73.52,3.2,Attended,70.86,Male,Not Placed
6.71,0,0,2,1,47.65,7.15,Not Attended,78.8,Female,Not Placed
7.3,0,0,5,8,91.25,6.11,Attended,67.57,Female,Placed
7.45,0,0,5,8,85.93,5.63,Attended,61.31,Male,Placed
9.09,0,0,1,0,71.89,3.95,Attended,68.07,Male,Not Placed
8.79,0,0,5,8,62.52,4.82,Attended,90.87,Male,Placed
7.8,0,0,5,8,68.18,5.08,Attended,85.23,Male,Placed
6.16,0,0,2,1,54.57,5.63,Attended,89.78,Male,Not Placed
8.78,0,0,5,8,91.27,10.0,Attended,77.69,Female,Placed
6.54,1,0,5,7,63.7,7.07,Attended,66.14,Male,Placed
8.8,0,0,3,6,76.33,6.82,Not Attended,62.93,Male,Placed
8.15,0,0,4,5,56.61,5.62,Attended,67.95,Male,Placed
7.14,1,0,3,5,76.78,5.95,Attended,67.88,Male,Placed
9.44,0,0,5,6,70.45,7.97,Attended,71.06,Male,Placed
6.69,2,0,2,1,43.21,5.55,Not Attended,75.05,Male,Not Placed
6.68,0,0,5,2,75.14,7.81,Attended,73.51,Male,Not Placed
8.88,0,0,2,8,83.38,7.9,Attended,84.79,Female,Placed
6.9,1,0,5,8,67.38,6.58,Not Attended,69.15,Male,Placed
8.49,1,0,1,5,89.76,6.52,Attended,66.92,Male,Placed
7.88,0,0,4,5,74.41,4.54,Attended,88.24,Male,Placed
7.74,0,0,2,1,45.66,6.15,Not Attended,72.29,Male,Not Placed
9.95,0,0,1,6,63.38,7.64,Attended,68.75,Female,Placed
7.33,0,0,3,3,21.88,4.98,Attended,79.5,Male,Not Placed
7.89,1,0,4,7,80.91,7.42,Not Attended,74.09,Male,Placed
6.88,1,0,4,5,73.36,5.03,Attended,76.7,Male,Placed
8.12,1,0,2,5,60.58,7.56,Attended,92.09,Male,Placed
7.68,0,0,4,7,50.48,6.6,Attended,82.45,Male,Placed
8.44,1,0,3,7,73.54,5.29,Attended,76.7,Male,Placed
8.9,1,0,1,3,79.78,7.0,Not Attended,75.7,Male,Not Placed
