C_Cpp,Java,Python,HTML_CSS,UI_UX,Javascript,Numpy_Pandas,Scikit_learn,MERN,Linux,Cloud_Platforms,App_development,Number_of_Contest_attempted,LC_Contest_rating,Leetcode_Medium_problems,Skills_rating
1,0,1,1,0,1,0,0,0,0,1,1,1,1413.0,190,6.9
0,0,1,0,0,0,1,1,1,0,1,1,10,1635.0,116,8.97
1,1,1,0,0,1,1,1,1,0,0,0,0,1500.0,145,7.94
0,1,0,1,1,1,0,0,1,0,1,0,15,1504.0,141,6.46
1,0,1,1,0,0,1,0,0,1,0,1,6,1532.0,147,6.82
0,1,1,1,0,1,0,0,0,0,1,0,0,1500.0,238,7.21
1,1,1,0,0,1,1,0,0,0,0,0,0,1500.0,189,6.18
1,0,1,0,0,0,0,1,0,0,0,0,0,1500.0,278,5.03
0,1,0,1,1,1,1,0,0,1,0,1,4,1547.0,151,7.39
0,0,1,0,0,0,0,0,0,0,0,0,8,1479.0,182,1.32
0,0,1,0,0,1,1,0,0,1,0,1,8,1637.0,177,6.39
1,1,0,0,0,0,0,0,0,0,0,0,45,1834.0,151,4.88
1,1,1,1,0,1,0,0,0,0,1,1,0,1500.0,122,7.69
0,0,0,1,0,0,1,1,0,0,0,0,19,1781.0,277,6.53
0,0,1,0,1,1,1,0,0,0,0,0,14,1609.0,137,5.85
0,0,1,1,0,0,0,0,0,1,1,0,0,1500.0,163,4.11
1,0,0,0,0,0,0,1,1,1,0,1,41,1885.0,126,8.36
0,1,0,0,0,0,1,0,1,1,1,0,41,1725.0,186,8.25
1,0,1,1,0,1,1,1,0,0,1,0,3,1444.0,215,8.06
0,1,1,0,0,0,0,0,0,0,0,1,3,1509.0,139,5.12
1,1,1,1,0,1,0,1,0,1,0,0,26,1863.0,179,8.58
0,1,1,1,0,1,1,0,0,0,0,1,5,1451.0,152,6.33
0,1,0,1,0,1,1,1,0,1,1,1,24,1843.0,199,10.0
1,0,1,1,0,0,1,0,0,1,0,1,0,1500.0,189,6.51
1,1,1,1,0,1,1,0,0,0,0,0,0,1500.0,265,6.26
1,1,0,0,0,0,1,0,0,0,1,0,0,1500.0,211,4.92
0,1,1,0,0,1,1,0,0,1,0,0,4,1376.0,149,5.1
0,0,1,1,0,1,1,0,1,0,0,0,31,1810.0,179,7.25
1,0,0,0,0,0,1,1,1,0,1,0,7,1443.0,151,6.9
1,1,0,1,1,0,1,0,0,0,1,0,6,1741.0,124,7.31
0,1,1,1,1,0,0,0,1,0,0,0,2,1674.0,150,5.54
0,1,1,0,1,0,0,0,1,1,0,0,0,1500.0,204,6.22
0,0,1,0,1,1,0,1,1,0,0,0,19,1682.0,228,8.28
1,0,1,0,1,0,1,0,1,1,0,1,7,1439.0,163,7.14
0,1,1,1,1,1,0,1,1,1,0,1,41,1632.0,235,10.0
0,0,0,0,1,0,0,0,0,0,1,1,4,1546.0,180,4.09
0,1,0,0,0,1,0,0,0,1,1,0,3,1511.0,127,6.02
0,0,0,0,0,1,1,0,1,0,0,1,47,2000.0,143,8.62
0,1,1,1,0,1,1,0,0,1,0,0,0,1500.0,240,6.7
0,1,0,1,1,0,1,0,1,1,0,0,0,1500.0,162,5.65
0,1,1,0,0,1,0,0,1,0,0,0,5,1280.0,285,5.36
1,1,1,0,1,0,0,0,0,1,0,1,6,1531.0,205,7.86
0,0,1,1,0,0,0,0,0,0,0,0,7,1584.0,285,5.14
0,1,1,1,0,1,0,1,0,1,0,0,0,1500.0,158,5.97
1,0,0,1,0,1,1,0,0,1,1,0,41,1724.0,173,8.3
1,0,1,1,1,0,0,0,0,1,0,0,11,1577.0,208,5.68
0,1,1,1,0,1,0,0,0,0,0,0,0,1500.0,237,5.81
0,1,0,1,1,1,0,0,0,1,0,0,0,1500.0,178,4.43
0,1,1,1,1,0,0,0,0,1,0,1,35,1690.0,255,9.1
1,0,0,1,0,1,0,0,0,0,0,0,3,1356.0,171,1.92
1,1,1,1,0,1,0,1,1,0,0,1,7,1440.0,170,9.57
1,1,1,1,0,0,0,1,1,0,0,0,0,1500.0,156,6.43
1,1,0,1,0,1,0,0,0,0,0,0,0,1500.0,186,4.1
1,0,1,0,0,1,0,0,0,0,0,1,3,1440.0,179,4.49
0,1,1,1,0,1,0,0,1,0,0,1,9,1725.0,136,8.92
0,1,1,0,0,0,1,1,0,1,1,0,0,1500.0,291,9.11
1,1,1,1,1,1,0,0,0,1,1,0,44,1841.0,132,10.0
1,1,1,0,0,0,0,0,0,1,0,1,0,1500.0,205,5.64
0,0,1,1,0,0,1,0,0,1,0,1,21,1533.0,213,7.14
1,1,1,1,0,0,0,0,0,0,0,0,2,1591.0,172,3.02
0,0,0,1,1,1,0,0,0,0,1,1,28,1884.0,248,8.92
0,0,1,0,1,1,0,0,0,1,0,0,40,1972.0,163,6.64
0,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,172,4.45
0,0,1,1,1,0,0,0,0,0,0,1,5,1705.0,166,6.75
1,1,0,1,1,0,0,0,0,0,0,0,0,1500.0,260,4.82
0,1,0,0,0,0,1,0,0,0,0,0,11,1588.0,123,2.62
1,0,0,1,0,1,0,1,0,0,0,0,28,1753.0,210,6.31
1,1,0,1,0,1,1,0,1,0,0,0,3,1374.0,281,6.96
1,0,1,1,0,1,1,0,0,1,0,0,3,1689.0,250,7.32
0,1,1,1,0,1,1,0,0,1,0,0,0,1500.0,267,7.39
0,0,1,0,0,1,1,1,0,0,0,0,1,1446.0,121,4.73
0,0,1,1,0,0,0,0,1,0,0,0,1,1414.0,233,4.37
1,1,1,1,1,0,1,1,1,1,0,0,0,1500.0,172,9.77
1,1,1,0,0,1,0,0,0,0,0,1,1,1401.0,257,6.08
0,0,0,0,1,0,1,1,0,1,0,1,38,1925.0,168,7.67
1,0,0,1,0,1,0,1,0,0,1,1,1,1472.0,227,7.01
0,1,1,0,0,1,0,0,0,0,0,0,0,1500.0,175,4.34
1,0,0,1,0,1,1,0,1,0,1,0,3,1508.0,217,7.7
0,1,1,1,0,0,0,0,0,1,1,1,45,1851.0,137,9.07
1,1,1,0,1,0,0,0,0,0,0,0,19,1610.0,195,5.74
0,0,1,0,1,1,0,0,0,0,1,0,0,1500.0,181,5.28
1,0,1,1,0,1,1,0,0,0,0,0,18,1607.0,161,6.05
1,0,1,1,1,0,0,0,0,1,0,0,19,1853.0,197,7.61
1,0,0,1,0,1,1,0,0,1,1,0,44,1619.0,181,8.25
0,1,1,1,0,1,1,0,0,0,0,0,36,1877.0,124,7.18
0,0,1,1,0,0,0,1,0,0,0,0,0,1500.0,148,3.24
0,1,1,1,0,0,0,0,0,1,0,0,4,1653.0,162,5.43
0,1,1,0,0,1,1,1,0,1,1,1,11,1284.0,110,8.52
0,1,0,0,1,1,0,0,0,1,0,1,47,1909.0,155,7.77
1,1,1,1,0,0,0,0,0,1,0,0,0,1500.0,272,5.47
1,1,0,1,0,1,0,0,1,1,0,1,2,1617.0,238,9.64
0,1,0,1,0,1,0,0,0,0,1,1,5,1387.0,249,5.87
0,1,1,1,1,1,0,0,0,0,0,0,3,1520.0,127,5.15
0,1,1,1,1,0,0,0,1,1,0,0,4,1350.0,151,6.8
1,0,0,0,0,1,0,0,1,0,0,0,2,1474.0,143,3.5
0,1,0,1,0,0,0,0,1,0,0,1,47,2000.0,164,7.86
1,1,1,0,0,1,0,0,0,1,0,0,24,1944.0,218,8.66
0,0,0,0,1,1,1,0,0,0,0,1,15,1638.0,116,4.42
1,0,0,1,0,0,1,0,0,1,0,0,3,1288.0,201,2.59
1,0,1,1,1,0,0,0,0,0,1,0,35,1753.0,180,7.23
0,1,1,0,1,1,0,0,0,0,0,1,0,1500.0,123,5.47
1,0,0,0,0,1,1,1,1,0,0,1,0,1500.0,126,6.99
0,1,1,0,0,0,0,1,0,1,0,1,44,1618.0,222,8.68
1,1,1,1,0,0,1,0,0,1,1,1,7,1475.0,130,7.97
0,1,1,1,0,0,0,0,0,0,0,1,0,1500.0,145,4.38
1,0,1,1,0,0,1,0,0,0,0,0,44,2000.0,323,9.46
1,1,1,0,0,1,0,0,1,0,0,0,47,1715.0,220,8.36
1,1,0,0,0,1,0,1,0,0,1,0,35,1768.0,117,8.44
1,1,1,0,0,1,1,0,0,0,0,0,0,1500.0,187,5.75
0,0,1,1,1,0,1,0,0,0,1,0,0,1500.0,137,5.12
0,0,1,0,0,1,0,0,1,1,0,0,3,1357.0,116,4.13
0,1,1,1,0,0,1,0,1,1,1,0,7,1789.0,215,10.0
0,0,1,1,1,1,0,0,0,0,0,0,49,1999.0,143,6.8
1,1,1,1,0,0,1,0,0,1,0,1,45,2000.0,130,10.0
0,0,1,0,0,0,0,0,0,0,0,0,40,1893.0,153,4.03
1,1,1,0,1,1,0,0,1,0,0,0,0,1500.0,165,7.58
1,0,1,1,0,0,1,0,0,1,0,0,18,1744.0,216,7.15
1,1,1,0,0,1,0,0,0,0,1,0,34,1952.0,161,8.6
0,0,0,1,0,1,0,0,0,0,1,1,1,1465.0,251,5.53
1,1,1,1,0,1,0,0,1,0,0,1,0,1500.0,126,7.96
1,1,1,1,0,1,0,0,1,1,0,0,17,1540.0,225,8.67
0,1,0,1,1,0,1,0,0,1,1,0,0,1500.0,137,5.84
1,1,1,1,0,0,0,0,0,0,0,0,43,1739.0,140,5.45
1,1,1,1,0,1,1,0,0,1,1,1,0,1500.0,207,10.0
0,0,1,0,1,1,0,0,0,0,1,1,4,1753.0,162,7.18
0,1,1,1,0,0,0,0,0,1,0,0,48,2000.0,261,8.02
0,0,0,0,0,1,0,0,1,1,0,1,49,1606.0,261,7.79
0,0,0,1,0,0,0,0,1,0,0,0,21,1623.0,155,4.1
0,0,1,0,0,0,0,0,1,1,1,0,29,1802.0,163,7.72
0,0,1,0,1,0,0,0,0,1,1,0,46,2000.0,200,8.65
0,0,1,0,0,0,0,0,0,1,0,0,41,1694.0,185,4.8
0,1,0,1,1,0,1,1,1,1,0,0,9,1603.0,257,9.07
1,0,0,0,0,0,0,0,0,0,0,0,15,1540.0,113,1.59
0,1,1,1,1,0,1,0,0,0,1,1,8,1350.0,235,9.12
1,0,1,0,0,0,0,0,0,0,0,1,6,1711.0,159,4.66
0,0,1,1,1,0,0,0,1,0,0,0,35,1655.0,165,5.52
0,1,1,1,1,1,0,0,1,0,1,0,16,1755.0,242,9.1
0,1,1,1,0,0,0,0,0,0,1,0,32,1530.0,118,6.21
0,1,1,0,1,0,0,0,0,0,0,0,0,1500.0,226,5.25
0,0,1,1,1,0,1,0,1,1,0,0,7,1446.0,219,6.52
1,0,0,0,1,0,0,0,1,1,0,0,1,1545.0,187,5.61
0,1,0,0,0,0,0,0,0,0,0,0,6,1617.0,181,2.91
1,0,1,0,0,0,0,0,0,0,0,1,8,1595.0,185,4.91
1,0,1,1,1,1,0,0,0,0,0,0,30,1897.0,178,7.62
0,1,0,0,1,1,0,0,0,1,1,1,0,1500.0,242,7.35
0,1,1,1,0,1,1,0,1,0,1,1,0,1500.0,181,9.87
1,0,1,1,1,1,0,0,0,1,1,0,40,1806.0,229,10.0
0,0,1,0,0,0,1,0,0,1,0,0,46,2000.0,150,6.45
0,0,1,0,1,0,0,0,0,1,0,0,0,1500.0,164,3.41
1,1,1,0,0,1,0,0,0,0,0,1,1,1513.0,176,6.68
0,1,1,1,0,0,0,1,0,0,0,0,0,1500.0,227,5.78
1,1,1,1,0,0,0,1,1,1,0,1,18,1740.0,216,10.0
1,1,1,1,0,0,0,0,0,0,0,0,10,1604.0,153,5.21
0,1,1,1,0,1,0,0,0,0,0,0,7,1593.0,282,6.25
0,0,1,1,0,1,0,0,0,0,0,1,10,1399.0,173,5.11
0,1,0,1,0,1,1,0,1,0,0,1,6,1368.0,199,6.28
0,0,1,0,0,0,0,0,1,1,0,1,0,1500.0,238,6.11
0,1,1,0,1,0,1,0,0,0,0,1,18,1548.0,130,6.41
1,0,1,0,0,1,0,0,0,1,0,0,22,1747.0,195,6.45
0,1,1,0,0,1,1,0,0,1,0,0,31,1671.0,207,7.56
0,1,1,1,0,0,0,0,0,0,0,0,44,1845.0,141,5.93
1,1,0,1,1,1,0,0,0,1,0,0,17,1609.0,218,7.68
1,0,1,0,0,1,1,0,1,1,0,1,0,1500.0,225,8.22
1,0,1,1,0,1,0,1,0,1,0,0,0,1500.0,152,6.27
0,1,0,1,1,1,0,1,1,1,0,0,16,1822.0,252,9.67
1,1,1,1,1,0,0,0,0,0,0,1,0,1500.0,183,6.97
0,0,1,1,0,1,0,0,0,0,1,0,1,1550.0,223,6.11
0,1,1,0,1,1,1,0,0,0,0,0,0,1500.0,141,4.92
0,1,1,0,0,1,1,1,0,0,0,1,46,1690.0,176,9.04
1,0,0,0,0,1,1,0,0,0,0,1,1,1483.0,202,4.22
0,0,1,1,0,1,1,0,1,0,0,0,0,1500.0,268,7.45
0,1,1,1,0,1,0,0,0,0,0,1,44,1844.0,109,7.08
0,1,0,0,0,0,0,1,0,0,0,0,8,1495.0,210,2.87
0,0,1,1,0,1,1,1,1,0,0,0,0,1500.0,181,7.14
1,1,1,1,0,1,0,0,1,0,1,0,28,1730.0,152,9.89
1,1,1,0,0,0,0,1,0,1,1,1,0,1500.0,148,8.32
1,0,1,0,0,0,0,0,1,0,1,0,24,1858.0,187,7.54
0,0,0,0,0,1,1,0,0,1,0,1,8,1407.0,235,5.09
0,1,0,1,0,0,0,0,0,1,0,0,0,1500.0,177,3.02
0,0,1,1,1,1,1,0,0,0,0,1,18,1660.0,123,6.56
0,0,1,0,0,0,0,0,1,1,0,0,4,1533.0,267,4.45
0,1,1,1,0,1,0,1,0,1,0,0,9,1506.0,178,6.78
1,0,1,0,0,0,1,0,0,0,0,1,33,1684.0,124,6.13
0,1,1,1,0,0,1,1,0,0,0,1,0,1500.0,182,7.01
0,1,1,0,0,0,0,0,0,1,0,1,2,1356.0,180,5.49
0,0,0,0,0,1,0,0,0,0,0,0,50,1886.0,203,4.28
0,1,0,1,1,0,0,0,0,0,1,0,6,1620.0,190,5.38
0,1,1,1,0,0,1,1,0,1,0,0,7,1466.0,263,7.68
1,1,1,0,0,1,0,0,0,1,0,0,0,1500.0,169,5.71
1,1,1,0,0,0,0,0,0,1,0,1,3,1465.0,311,6.9
1,0,0,1,1,1,1,0,0,1,1,1,6,1336.0,141,7.55
0,0,0,0,1,1,0,0,0,1,1,0,0,1500.0,194,5.0
0,0,0,1,0,1,0,0,0,0,0,1,0,1500.0,189,4.03
0,1,1,1,0,0,1,0,1,0,0,1,8,1458.0,175,6.89
0,1,1,1,1,1,1,0,0,1,1,1,0,1500.0,190,8.78
1,1,1,0,0,0,1,0,0,0,0,1,7,1554.0,233,6.71
0,1,1,1,0,1,0,0,1,0,1,0,11,1309.0,181,7.91
0,1,1,1,0,1,1,0,0,0,0,0,0,1500.0,265,6.85
0,0,1,0,0,0,1,1,0,0,1,0,17,1776.0,185,6.41
0,0,1,1,1,0,0,0,1,0,0,0,2,1381.0,203,5.03
1,0,1,1,1,0,0,0,0,1,0,1,50,2000.0,169,9.19
0,1,1,1,1,0,0,0,0,1,0,0,48,1992.0,174,7.88
0,0,1,0,0,1,1,1,1,0,0,0,24,1414.0,181,6.31
0,1,1,1,0,1,1,0,0,1,0,1,2,1511.0,130,6.78
0,1,1,0,0,0,1,1,0,1,0,1,42,1822.0,144,8.69
1,0,1,0,1,1,0,1,0,0,0,1,50,1993.0,126,10.0
1,0,1,0,0,1,0,0,0,0,0,0,5,1742.0,190,5.29
1,1,1,0,0,1,0,0,0,0,0,0,8,1635.0,139,4.74
1,1,0,1,0,0,1,0,0,1,0,0,0,1500.0,232,5.25
0,1,1,1,0,1,1,0,1,0,1,1,0,1500.0,170,9.68
1,0,1,0,1,1,0,0,1,0,1,0,6,1476.0,191,7.52
0,1,1,0,0,1,0,1,0,0,1,0,8,1320.0,221,6.56
0,0,0,1,0,0,1,0,1,1,0,1,1,1590.0,267,7.08
1,1,1,1,0,0,0,0,0,1,0,0,0,1500.0,177,5.22
0,1,1,1,0,1,1,0,0,0,1,0,21,1736.0,157,7.23
1,1,1,1,1,1,0,0,1,1,0,1,3,1653.0,121,10.0
0,1,0,1,1,1,1,0,0,0,0,0,9,1518.0,225,5.62
1,1,0,1,1,0,0,0,0,1,1,1,9,1584.0,153,8.2
1,0,1,1,0,1,0,0,0,0,0,0,7,1483.0,190,5.67
1,0,0,1,0,0,1,0,0,0,0,0,0,1500.0,196,2.63
1,0,0,1,0,0,0,0,0,1,0,0,8,1543.0,247,4.05
1,0,1,0,0,1,0,1,0,1,1,0,1,1232.0,243,6.67
0,0,1,0,0,0,1,0,1,0,0,1,26,1757.0,173,7.38
0,0,1,0,0,0,0,0,0,0,0,1,0,1500.0,257,2.92
0,0,0,1,0,1,1,0,0,0,0,1,0,1500.0,199,4.61
1,1,1,1,0,1,0,0,0,1,0,0,4,1547.0,151,5.77
0,1,0,0,0,0,0,0,0,0,0,0,16,1534.0,134,2.61
1,1,1,0,1,1,0,0,1,1,0,0,13,1670.0,259,10.0
0,1,1,1,1,0,0,0,1,1,0,0,1,1590.0,136,6.5
0,1,0,1,0,0,1,1,1,0,0,0,6,1720.0,152,6.25
1,0,1,1,0,0,1,0,0,1,0,0,0,1500.0,114,4.12
0,1,1,1,1,0,0,0,1,0,0,0,20,1496.0,257,7.07
0,1,1,1,0,1,0,0,0,1,0,0,0,1500.0,166,4.56
0,1,1,0,0,0,1,0,0,1,1,1,26,1810.0,145,9.17
1,1,1,1,0,1,0,0,0,0,0,1,42,2000.0,139,8.93
1,1,1,0,0,1,0,0,1,0,0,0,49,1887.0,172,8.93
0,1,1,0,0,1,0,0,0,1,0,0,31,1969.0,160,7.29
0,1,0,0,1,0,0,0,0,0,0,0,0,1500.0,133,2.82
0,1,0,0,0,1,0,0,0,0,1,0,3,1371.0,157,3.93
1,0,1,0,0,1,0,0,0,0,1,0,0,1500.0,167,5.32
1,0,0,1,0,0,0,0,1,0,0,1,0,1500.0,151,4.73
0,1,1,0,0,0,1,0,0,0,0,1,0,1500.0,235,4.76
0,1,1,0,0,0,0,0,0,0,0,1,9,1550.0,222,5.09
0,1,1,1,0,1,0,0,0,0,0,0,6,1250.0,240,4.63
1,0,0,0,0,1,0,0,1,1,1,0,39,1559.0,199,7.55
1,1,0,0,0,0,1,0,0,0,0,0,5,1266.0,160,3.4
0,1,1,0,0,1,0,0,0,0,0,1,9,1752.0,179,5.64
0,0,1,1,0,0,0,1,0,0,1,1,3,1363.0,167,5.51
0,1,1,1,0,1,1,0,0,0,1,0,28,1614.0,238,8.38
1,1,1,1,0,0,0,0,1,0,1,1,41,1921.0,169,10.0
0,1,1,1,0,1,0,0,1,0,0,0,4,1378.0,199,5.56
1,0,1,1,0,0,1,0,0,0,0,0,0,1500.0,254,4.52
1,0,0,1,1,0,0,0,0,0,0,1,0,1500.0,160,3.82
0,0,1,0,1,1,0,0,0,1,0,0,13,1760.0,270,7.31
0,1,0,1,0,0,0,0,0,1,0,0,1,1739.0,175,4.5
0,1,1,1,1,1,1,0,0,0,1,0,22,1336.0,183,7.37
1,0,1,1,0,1,0,0,0,1,0,0,17,1698.0,169,6.04
1,0,0,1,0,0,1,0,1,0,0,1,10,1240.0,154,4.41
1,1,0,1,0,1,1,0,1,1,1,1,26,1505.0,177,10.0
0,0,1,1,0,0,0,0,1,1,0,1,18,1701.0,305,8.73
0,1,1,1,0,0,1,1,0,1,0,0,9,1398.0,178,5.71
1,1,0,1,0,0,0,0,1,1,0,1,0,1500.0,140,6.63
1,0,1,1,0,1,0,0,0,0,0,0,6,1549.0,118,5.01
0,1,1,1,0,0,1,0,0,0,1,0,8,1534.0,110,5.88
1,0,1,1,0,1,0,0,1,0,1,0,45,1652.0,203,9.45
1,1,0,1,0,1,0,0,1,1,1,0,9,1638.0,124,8.47
1,1,0,1,0,0,1,0,1,1,0,0,7,1564.0,171,6.56
1,0,0,0,1,1,1,0,1,0,0,0,7,1525.0,139,5.91
1,0,1,0,1,1,0,1,1,0,1,0,0,1500.0,229,9.45
1,1,1,1,1,0,1,0,0,1,1,0,4,1392.0,221,8.25
0,1,1,1,0,0,0,1,1,0,0,0,0,1500.0,199,5.23
0,0,0,0,0,0,1,0,0,0,0,0,0,1500.0,160,1.08
1,1,1,1,0,1,1,1,0,0,0,0,1,1518.0,188,7.3
0,0,1,0,0,1,0,0,1,0,1,0,9,1345.0,206,6.07
0,0,1,0,0,0,0,1,1,0,0,1,33,1628.0,183,6.36
0,1,1,0,1,0,1,0,0,0,0,0,25,1748.0,194,7.37
0,1,0,0,0,1,1,1,1,0,1,1,0,1500.0,158,9.79
1,1,1,0,0,0,0,0,0,1,1,0,0,1500.0,125,6.08
1,0,0,0,1,1,0,0,1,0,0,0,3,1634.0,163,5.07
0,1,1,0,1,0,0,0,0,1,1,1,1,1388.0,225,6.28
0,1,0,0,0,1,0,0,0,1,0,1,2,1538.0,144,5.05
0,1,0,0,0,1,1,0,1,1,0,0,7,1550.0,154,5.81
1,0,1,1,0,0,0,1,1,1,0,0,0,1500.0,168,7.17
1,1,0,1,0,0,1,0,1,1,0,1,2,1532.0,206,8.43
0,1,1,0,0,0,1,1,1,1,0,1,7,1416.0,158,8.06
1,0,0,1,0,0,1,1,0,0,0,1,4,1467.0,137,4.51
1,0,0,0,0,0,0,0,0,0,0,0,10,1544.0,253,2.8
1,0,0,0,0,1,1,0,1,0,0,1,0,1500.0,169,5.41
1,1,1,0,0,0,1,0,1,0,0,1,0,1500.0,227,8.11
0,1,1,0,1,0,0,0,0,0,0,1,1,1684.0,179,5.98
1,0,1,0,0,1,0,0,0,0,0,1,0,1500.0,181,4.68
0,1,1,1,0,1,1,0,0,0,0,1,0,1500.0,198,6.23
1,0,0,0,0,0,0,0,0,1,0,1,0,1500.0,161,4.22
1,0,0,1,0,1,1,0,1,1,0,0,3,1314.0,189,5.64
1,1,0,1,0,1,0,0,0,0,0,0,12,1359.0,233,4.3
1,0,1,1,0,1,0,0,0,0,0,1,0,1500.0,145,5.8
0,0,0,1,0,0,0,1,1,1,0,0,0,1500.0,177,4.59
0,1,0,1,1,0,0,0,0,1,0,0,7,1969.0,181,5.65
1,1,0,1,0,1,0,0,1,1,0,0,10,1596.0,231,8.6
1,1,1,0,1,1,0,0,0,0,1,1,3,1562.0,169,8.13
0,1,1,0,0,1,0,0,0,1,0,1,0,1500.0,197,6.78
0,1,1,1,0,0,0,0,0,1,0,0,5,1596.0,168,4.84
0,0,1,1,0,1,0,0,0,0,0,0,0,1500.0,118,3.05
1,0,1,0,0,1,1,0,0,0,1,1,9,1655.0,240,8.65
1,1,0,0,0,0,0,1,1,0,0,0,15,1734.0,205,6.69
0,1,1,0,0,0,1,1,0,0,0,0,11,1676.0,172,6.94
0,0,1,1,0,1,1,0,0,1,0,1,1,1629.0,193,7.69
1,1,1,0,0,1,0,0,1,0,0,0,30,1775.0,137,6.89
1,0,0,1,0,0,0,0,0,1,0,1,43,2000.0,160,6.36
0,1,0,0,0,1,1,0,1,1,0,1,0,1500.0,236,8.05
1,1,0,1,0,1,1,0,0,0,1,0,0,1500.0,164,6.86
0,1,1,1,1,1,0,0,0,1,0,0,11,1843.0,137,7.75
0,0,1,1,1,1,1,0,0,0,0,0,12,1599.0,123,5.43
1,1,0,1,0,1,0,1,0,0,0,1,6,1582.0,122,6.04
1,0,1,1,0,0,0,0,0,1,1,0,40,1763.0,217,7.52
1,1,1,0,0,0,0,0,0,0,0,1,0,1500.0,211,4.16
1,1,1,0,1,1,0,0,0,0,0,0,5,1475.0,244,7.06
1,1,1,1,0,0,1,0,1,1,0,1,0,1500.0,139,7.18
0,0,0,1,0,1,1,1,1,1,0,1,0,1500.0,120,7.38
0,0,1,1,0,1,0,1,0,1,1,0,0,1500.0,130,5.71
0,1,1,0,0,0,0,0,0,1,0,0,5,1552.0,177,3.79
0,1,1,1,0,1,0,0,0,0,0,0,8,1471.0,253,5.66
1,1,1,1,1,1,0,0,0,1,0,0,0,1500.0,144,5.5
1,1,1,1,0,0,0,0,1,1,0,1,9,1553.0,297,9.64
0,1,1,0,1,0,0,1,0,0,0,0,5,1551.0,120,5.14
0,0,1,1,0,1,0,0,0,0,0,0,0,1500.0,175,3.34
1,0,1,1,1,0,0,0,0,0,0,1,0,1500.0,126,6.23
0,1,1,0,1,1,1,0,0,0,0,1,0,1500.0,117,5.25
1,1,1,0,0,0,1,0,1,0,0,1,8,1758.0,133,7.37
1,0,1,0,0,0,0,0,0,1,0,1,9,1410.0,151,4.18
1,0,1,1,0,0,0,0,1,1,0,0,9,1603.0,171,6.06
0,1,0,1,0,1,0,0,0,1,0,0,0,1500.0,190,4.36
0,1,1,0,0,0,0,0,0,1,1,0,39,1749.0,156,7.3
1,1,1,0,0,0,1,0,0,0,0,0,3,1594.0,116,3.97
1,1,1,1,0,1,1,1,1,0,1,0,20,1776.0,124,10.0
0,1,0,1,0,0,0,1,0,1,0,0,0,1500.0,116,3.41
1,1,1,1,1,0,0,0,0,1,0,0,5,1751.0,167,7.49
0,0,1,1,0,0,1,1,0,0,0,0,6,1446.0,206,5.37
1,1,0,0,0,0,0,1,0,1,0,0,20,1671.0,165,5.5
0,1,0,0,0,1,0,0,1,0,0,1,9,1660.0,184,6.11
1,1,0,1,0,0,1,0,0,0,0,1,3,1578.0,150,5.4
0,0,1,1,0,0,0,0,0,1,1,0,0,1500.0,161,4.89
0,0,1,0,0,1,0,0,0,1,0,0,47,1546.0,157,4.74
0,1,1,1,1,1,0,0,0,0,0,1,0,1500.0,268,6.78
0,1,0,0,0,1,1,0,1,0,1,0,0,1500.0,216,6.42
1,0,1,0,0,1,1,1,0,0,0,1,1,1356.0,142,6.13
1,1,1,0,1,1,0,0,0,1,1,0,1,1545.0,120,7.86
0,1,0,1,0,1,0,0,1,0,0,0,0,1500.0,129,3.86
0,1,0,1,0,1,0,0,0,1,0,1,12,1538.0,120,5.4
1,1,0,1,0,1,0,0,1,1,1,0,8,1651.0,185,7.92
1,1,0,1,0,1,0,0,1,0,0,0,1,1616.0,228,6.7
1,0,0,1,1,0,0,0,0,1,0,1,50,1917.0,182,7.3
0,0,1,0,1,1,0,0,0,0,1,1,9,1630.0,203,6.39
0,1,0,0,0,1,1,1,0,0,1,1,11,1778.0,242,9.38
1,0,0,0,0,1,0,0,0,0,1,1,7,1672.0,239,6.09
0,1,1,1,1,0,0,0,0,1,0,1,7,1404.0,140,5.62
1,1,1,0,0,0,0,0,1,0,0,0,0,1500.0,131,5.02
0,0,0,0,0,0,1,0,1,1,0,0,20,1622.0,109,4.51
1,0,1,1,0,1,0,0,0,0,1,0,39,1844.0,145,6.72
0,1,0,0,0,0,0,0,1,0,0,0,0,1500.0,197,3.76
1,1,1,1,0,0,1,1,0,1,0,1,23,1539.0,238,10.0
0,0,1,1,1,0,1,0,0,1,1,0,6,1670.0,155,7.04
1,0,1,1,0,0,1,0,0,0,1,0,0,1500.0,205,5.52
0,0,1,0,0,1,0,0,0,0,1,0,40,1753.0,217,6.48
1,1,1,0,0,1,0,0,1,0,0,0,0,1500.0,176,7.07
1,1,1,1,1,0,1,1,0,0,0,0,0,1500.0,192,7.82
1,1,1,1,0,1,0,0,0,1,1,0,35,1784.0,137,9.59
1,1,1,1,0,0,0,0,0,0,0,1,5,1660.0,157,5.62
1,0,1,1,1,0,1,1,0,1,1,1,8,1462.0,138,9.22
1,1,1,1,0,1,1,0,1,1,0,1,17,1569.0,142,9.49
0,1,0,1,0,1,1,0,1,0,1,1,0,1500.0,114,7.61
1,0,1,1,0,1,1,0,0,0,0,1,0,1500.0,146,6.94
0,1,1,0,0,0,0,0,0,0,1,0,50,2000.0,255,8.03
0,1,1,1,1,1,1,0,0,0,0,1,0,1500.0,237,7.83
0,0,1,0,0,0,0,0,0,1,1,0,6,1448.0,202,4.55
